	NCBI_GENE_ID	St1_trans	St2_trans	St3_trans	St4_trans	St5_trans	function	Protein IDs	St7_prot	St8_prot	St9_prot	St1_muts	St2_muts	St3_muts	St4_muts	St5_muts	St7_muts	St8_muts	St9_muts
17	aceF	0.294310566091544	0.287323541993441	0.700983887066876	0.48196207044061	1.00142592328533	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)					0	0	0	0	0	0	0	0
18	aceK	2.48905109489051	3.4014598540146	1.01459854014599	1.94890510948905	1.83941605839416	Isocitrate dehydrogenase phosphatase (EC 2.7.11.5)/kinase (EC 3.1.3.-)					0	0	0	0	0	0	0	0
19	ackA	0.391762155466089	0.47878600185816	0.445339114276866	0.538247135336017	0.789408485599257	Acetate kinase (EC 2.7.2.1)	sp|P0A6A3|ACKA_ECOLI	1.4210526315789473	3.473684210526316	0.9473684210526316	0	0	0	0	0	0	0	0
20	acnA	1.03178991015895	1.12163096060815	0.977885279889426	0.982722874913614	1.1845196959226	Aconitate hydratase (EC 4.2.1.3) @ 2-methylisocitrate dehydratase (EC 4.2.1.99)	sp|P25516|ACNA_ECOLI	0.5384615384615385	0.3461538461538462	0.23076923076923078	0	0	0	0	0	0	0	0
21	acnB	0.708472856418062	0.709893455098935	1.17889396245561	1.09274479959411	0.984982242516489	Aconitate hydratase 2 (EC 4.2.1.3) @ 2-methylisocitrate dehydratase (EC 4.2.1.99)	sp|P36683|ACNB_ECOLI	0.7457627118644067	2.211864406779661	0.7203389830508474	0	0	0	0	0	0	0	0
22	acpP	0.427875088262761	0.652529439901601	1.05124934514726	0.687014554814022	0.876978794159852	Acyl carrier protein					0	0	0	0	0	0	0	0
23	acpS	2.0	2.84126984126984	1.3015873015873	1.96825396825397	1.28571428571429	Holo-[acyl-carrier protein] synthase (EC 2.7.8.7)					0	0	0	0	0	0	0	0
24	acpT	2.07228915662651	2.90361445783133	2.26506024096386	2.79518072289157	1.01204819277108	4'-phosphopantetheinyl transferase (EC 2.7.8.-)					0	0	0	0	0	0	0	0
25	acrA	1.99691040164779	1.98043254376931	2.08959835221421	1.77857878475798	1.56333676622039	Membrane fusion protein of RND family multidrug efflux pump	sp|P0AE06|ACRA_ECOLI	1.1071428571428572	3.321428571428571	1.0357142857142856	0	0	0	0	0	0	0	0
26	acrB	1.38069573738364	1.36844683978442	1.92307692307692	1.59627633512984	1.87457128858403	RND efflux system, inner membrane transporter CmeB	sp|P31224|ACRB_ECOLI	1.0344827586206897	3.724137931034483	1.1379310344827587	1	1	1	1	1	0	0	0
27	acrD	2.09876543209877	3.22222222222222	1.56049382716049	2.17037037037037	1.93086419753086	RND efflux system, inner membrane transporter CmeB					0	0	0	0	0	0	0	0
28	acrE	2.98230088495575	3.2212389380531	0.876106194690265	2.07964601769911	1.88495575221239	RND efflux system, membrane fusion protein CmeA					0	0	0	0	0	0	0	0
29	acrF	2.09779179810726	3.05047318611987	1.41640378548896	1.9211356466877	1.94321766561514	RND efflux system, inner membrane transporter CmeB					0	0	0	0	0	0	0	0
30	acrR	1.85883905013193	1.84960422163588	1.07255936675462	1.77044854881266	1.55936675461741	Transcription repressor of multidrug efflux pump acrAB operon, TetR (AcrR) family					0	0	0	0	0	0	0	0
31	acs	0.347624565469293	0.284183082271147	0.111819235225956	0.170625724217845	0.315469293163384	Acetyl-coenzyme A synthetase (EC 6.2.1.1)					0	0	0	0	0	0	0	0
32	actP	1.25084745762712	1.91864406779661	0.586440677966102	1.07796610169492	0.925423728813559	Acetate permease ActP (cation/acetate symporter)					1	1	1	1	1	0	0	0
33	ada	1.97872340425532	2.42553191489362	1.73758865248227	1.87943262411348	1.85106382978723	ADA regulatory protein / Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)					0	0	0	0	0	0	0	0
34	add	1.54980842911877	2.09770114942529	1.33333333333333	2.13793103448276	0.842911877394636	Adenosine deaminase (EC 3.5.4.4)	sp|P22333|ADD_ECOLI;sp|C4ZY85|ADD_ECOBW;sp|B1XF88|ADD_ECODH	0.6666666666666666	5.0	0.6666666666666666	0	0	0	0	0	0	0	0
35	ade	1.54607508532423	2.54607508532423	0.849829351535836	1.60409556313993	1.80887372013652	Adenine deaminase (EC 3.5.4.2)					0	0	0	0	0	0	0	0
36	adhE	1.60625752105897	0.634416365824308	0.63826714801444	0.845728038507822	3.26137184115523	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)	sp|P0A9Q7|ADHE_ECOLI	0.8522727272727273	2.471590909090909	0.8579545454545455	1	1	1	1	1	0	0	0
37	adhP	2.37261146496815	2.09235668789809	1.5859872611465	1.9171974522293	1.07006369426752	Alcohol dehydrogenase (EC 1.1.1.1)					0	0	0	0	0	0	0	0
38	adiA	2.61242603550296	2.57396449704142	0.994082840236686	1.72781065088757	1.96449704142012	Arginine decarboxylase, catabolic (EC 4.1.1.19)					0	0	0	0	0	0	0	0
39	adiC	2.96273291925466	4.43478260869565	1.01242236024845	2.09937888198758	1.71428571428571	Arginine/agmatine antiporter					0	0	0	0	0	0	0	0
40	adiY	2.96190476190476	3.24761904761905	1.22857142857143	2.18095238095238	1.55238095238095	Transcriptional regulator of catabolic arginine decarboxylase (adiA)					0	0	0	0	0	0	0	0
41	adk	2.56271929824561	4.23508771929825	2.28947368421053	2.75043859649123	0.580701754385965	Adenylate kinase (EC 2.7.4.3)					0	0	0	0	0	0	0	0
42	aegA	1.41269841269841	2.11111111111111	0.980952380952381	1.4952380952381	1.66984126984127	Glutamate synthase [NADPH] small chain (EC 1.4.1.13)					1	1	1	1	1	0	0	0
43	aer	1.28484107579462	2.6320293398533	1.67114914425428	2.2200488997555	0.969437652811736	Aerotaxis sensor receptor protein					1	1	1	1	1	0	0	0
44	aes	1.64454976303318	1.82938388625592	0.616113744075829	1.00473933649289	1.8436018957346	Acetyl esterase (EC 3.1.1.-)					0	0	0	0	0	0	0	0
45	afuB	3.5	3.5	2.21428571428571	2.5	1.57142857142857	Iron(III)-transport system permease protein SfuB					0	0	0	0	0	0	0	0
46	afuC	3.0	3.47222222222222	1.10185185185185	2.58333333333333	1.7037037037037	ABC transporter ATP-binding protein					0	0	0	0	0	0	0	0
47	agaA	3.02970297029703	4.97029702970297	1.02970297029703	2.65346534653465	2.20792079207921	N-acetylgalactosamine-6-phosphate deacetylase (EC 3.5.1.25)					0	0	0	0	0	0	0	0
48	agaB	3.04761904761905	4.0	2.14285714285714	2.28571428571429	2.23809523809524	PTS system, galactosamine-specific IIB component (EC 2.7.1.69)					0	0	0	0	0	0	0	0
49	agaC	4.0	5.15625	1.34375	3.25	1.40625	PTS system, galactosamine-specific IIC component					1	1	1	1	1	0	0	0
50	agaD	2.953125	3.96875	1.046875	2.25	1.65625	PTS system, N-acetylgalactosamine-specific IID component (EC 2.7.1.69)					0	0	0	0	0	0	0	0
51	agaI	3.21428571428571	4.17857142857143	1.21428571428571	2.54761904761905	2.0	Galactosamine-6-phosphate isomerase (galactosamine-6-phosphate deaminase) (EC 5.3.1.-)					1	1	1	1	1	0	0	0
52	agaR	0.986394557823129	1.26445578231292	1.46938775510204	1.42091836734694	2.92006802721088	Transcriptional repressor of aga operon					0	0	0	0	0	0	0	0
53	agaS	2.696	3.032	0.832	1.872	1.512	Galactosamine-6-phosphate isomerase (EC 5.3.1.-)					0	0	0	0	0	0	0	0
54	agaV	3.66666666666667	5.08333333333333	0.708333333333333	3.5	1.54166666666667	PTS system, N-acetylgalactosamine-specific IIB component (EC 2.7.1.69)					0	0	0	0	0	0	0	0
55	agaW	3.14285714285714	4.89285714285714	0.785714285714286	2.32142857142857	2.14285714285714	PTS system, N-acetylgalactosamine-specific IIC component (EC 2.7.1.69)					0	0	0	0	0	0	0	0
56	agp	0.27181385510312	0.29402432575357	0.148598625066103	0.217345319936542	0.94130089899524	Glucose-1-phosphatase (EC 3.1.3.10)					0	0	0	0	0	0	0	0
57	ahpC	0.441744813867576	0.601875532821824	0.50824097755044	0.693947144075021	0.501136686558681	Alkyl hydroperoxide reductase protein C (EC 1.6.4.-)	sp|P0AE08|AHPC_ECOLI	1.2352941176470589	4.588235294117647	1.4313725490196079	0	0	0	0	0	0	0	0
58	ahpF	0.667677789012471	0.87293562521065	0.635995955510617	0.854735422986181	0.645096056622851	Alkyl hydroperoxide reductase protein F (EC 1.6.4.-)	sp|P35340|AHPF_ECOLI	1.4814814814814816	4.555555555555555	1.5925925925925926	0	0	0	0	0	0	0	0
59	aidB	2.67816091954023	4.68390804597701	1.30459770114943	2.51724137931035	2.17241379310345	Acyl-CoA dehydrogenase (EC 1.3.8.7)					0	0	0	0	0	0	0	0
60	ais	2.26966292134831	2.33707865168539	0.887640449438202	1.98876404494382	0.853932584269663	Polymyxin resistance protein PmrG; Ais protein					0	0	0	0	0	0	0	0
61	alaS	0.764686468646865	1.25610561056106	1.92310231023102	1.56402640264026	1.18415841584158	Alanyl-tRNA synthetase (EC 6.1.1.7)					0	0	0	0	0	0	0	0
62	alaU	0.666666666666667	0.666666666666667	3.66666666666667	0.333333333333333	0.666666666666667	tRNA-Ala-TGC					0	0	0	0	0	0	0	0
63	alaU	0.528301886792453	0.69811320754717	1.15094339622642	1.15094339622642	0.150943396226415	tRNA-Ala-TGC					0	0	0	0	0	0	0	0
64	alaU	0.0	1.0	3.0	1.0	0.0	tRNA-Ala-TGC					0	0	0	0	0	0	0	0
65	alaW	0.678832116788321	1.40875912408759	1.60583941605839	1.18248175182482	0.474452554744526	tRNA-Ala-GGC					0	0	0	0	0	0	0	0
66	alaW	0.447115384615385	0.730769230769231	3.14903846153846	1.23076923076923	1.67307692307692	tRNA-Ala-GGC					0	0	0	0	0	0	0	0
67	aldA	0.496753246753247	0.0950152788388083	0.0674178762414056	0.100267379679144	0.873663101604278	Aldehyde dehydrogenase A (EC 1.2.1.22) / Glycolaldehyde dehydrogenase (EC 1.2.1.21)	sp|P25553|ALDA_ECOLI	0.8235294117647058	2.2941176470588234	0.7647058823529411	1	1	1	1	1	0	0	0
68	aldB	1.47191011235955	2.99625468164794	0.887640449438202	1.44943820224719	1.14232209737828	Aldehyde dehydrogenase (EC 1.2.1.3)					0	0	0	0	0	0	0	0
69	alkA	3.01030927835052	4.95876288659794	1.94845360824742	3.14432989690722	2.44329896907216	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)					0	0	0	0	0	0	0	0
70	alkB	2.58490566037736	3.26415094339623	0.905660377358491	2.37735849056604	1.30188679245283	Alkylated DNA repair protein AlkB					0	0	0	0	0	0	0	0
71	allA	2.75324675324675	3.27272727272727	2.07792207792208	2.54545454545455	2.74025974025974	Ureidoglycolate hydrolase (EC 3.5.3.19)					0	0	0	0	0	0	0	0
72	allB	2.72222222222222	3.58333333333333	1.37962962962963	2.03703703703704	1.57407407407407	Allantoinase (EC 3.5.2.5)					0	0	0	0	0	0	0	0
73	allC	2.3359375	3.1328125	1.375	1.65625	1.5625	Allantoate amidohydrolase (EC 3.5.3.9)					0	0	0	0	0	0	0	0
74	allD	2.64285714285714	3.92857142857143	0.755102040816326	2.06122448979592	1.38775510204082	Ureidoglycolate dehydrogenase (EC 1.1.1.154)					0	0	0	0	0	0	0	0
75	allR	0.476045627376426	0.792395437262358	0.961216730038023	0.729277566539924	1.15589353612167	Negative regulator of allantoin and glyoxylate utilization operons	sp|P0ACN4|ALLR_ECOLI	2.3333333333333335	6.0	1.0	0	0	0	0	0	0	0	0
76	alr	1.31182795698925	1.53225806451613	1.39784946236559	1.36827956989247	0.904569892473118	Alanine racemase (EC 5.1.1.1) ## biosynthetic					1	1	1	1	1	0	0	0
77	alsA	2.71084337349398	3.45180722891566	0.825301204819277	1.80722891566265	1.60240963855422	D-allose ABC transporter, ATPase component					1	1	1	1	1	0	0	0
78	alsB	2.33	2.8	1.32	1.8	2.0	D-allose ABC transporter, substrate-binding component					0	0	0	0	0	0	0	0
79	alsC	2.80519480519481	2.87012987012987	0.948051948051948	1.93506493506494	1.51948051948052	D-allose ABC transporter, permease component					0	0	0	0	0	0	0	0
80	alsE	2.36585365853659	2.90243902439024	1.4390243902439	2.31707317073171	1.8780487804878	D-allulose-6-phosphate 3-epimerase (EC 5.1.3.-)					0	0	0	0	0	0	0	0
81	alsK	2.73504273504274	3.44444444444445	1.47008547008547	2.2991452991453	1.73504273504274	D-allose kinase (EC 2.7.1.55)					0	0	0	0	0	0	0	0
82	alx	1.98089171974522	2.82802547770701	1.19745222929936	1.90445859872611	1.25477707006369	Integral membrane protein TerC					0	0	0	0	0	0	0	0
83	amiA	1.08219178082192	1.38493150684932	1.3027397260274	1.4027397260274	0.795890410958904	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)					0	0	0	0	0	0	0	0
84	amiB	1.06708268330733	1.36973478939158	1.2792511700468	1.50234009360374	1.47737909516381	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)					0	0	0	0	0	0	0	0
85	amiC	1.19794344473008	2.47172236503856	3.04241645244216	2.51670951156812	1.17737789203085	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)					0	0	0	0	0	0	0	0
86	amn	2.23094688221709	2.33487297921478	1.41108545034642	1.97921478060046	1.60277136258661	AMP nucleosidase (EC 3.2.2.4)	sp|P0AE12|AMN_ECOLI	1.857142857142857	4.714285714285714	1.7142857142857142	0	1	1	1	1	0	0	0
87	ampC	2.39130434782609	3.08695652173913	0.988142292490119	1.72727272727273	1.48616600790514	Beta-lactamase (EC 3.5.2.6)	sp|P00811|AMPC_ECOLI	1.0	1.5	1.0	0	0	0	0	0	0	0	0
88	ampD	1.24031007751938	1.55813953488372	0.744186046511628	1.67441860465116	2.58914728682171	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28) AmpD					0	0	0	0	0	0	0	0
89	ampE	2.375	3.3125	1.40340909090909	1.60227272727273	2.03409090909091	AmpE protein					0	1	1	1	1	0	0	0
90	ampG	1.7906976744186	2.06459948320413	1.48837209302326	1.71317829457364	0.816537467700258	AmpG permease					0	0	0	0	0	0	0	0
91	ampH	0.699814126394052	0.694237918215613	0.532527881040892	0.66728624535316	0.892193308550186	Penicillin-binding protein AmpH					0	0	0	0	0	0	0	0
92	amtB	1.88381742738589	3.36099585062241	1.40663900414938	1.69294605809129	1.3195020746888	Ammonium transporter					0	1	1	1	1	0	0	0
93	amyA	1.61092150170648	2.0580204778157	0.832764505119454	1.2320819112628	1.35836177474403	Cytoplasmic alpha-amylase (EC 3.2.1.1)					0	0	0	0	0	0	0	0
94	ansA	3.125	3.57421875	2.16015625	3.61328125	0.8046875	L-asparaginase I, cytoplasmic (EC 3.5.1.1)					0	0	0	0	0	0	0	0
95	ansB	0.0967411354785817	0.105554416888707	0.0420168067226891	0.0698913711826194	1.00122976019676	L-asparaginase (EC 3.5.1.1)					0	0	0	0	0	0	0	0
96	ansP	7.41803278688525	6.49180327868853	2.01639344262295	3.66393442622951	1.9672131147541	L-asparagine permease					0	0	0	0	0	0	0	0
97	apaG	0.903703703703704	1.03333333333333	1.18148148148148	1.37407407407407	0.774074074074074	ApaG protein					0	0	0	0	0	0	0	0
98	apaH	1.71484375	2.4375	2.51171875	2.79296875	1.04296875	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical (EC 3.6.1.41)					0	0	0	0	0	0	0	0
99	aphA	0.445631067961165	0.18252427184466	0.0776699029126214	0.114563106796117	0.630097087378641	NMN phosphatase (EC 3.1.3.5); Class B acid phosphatase precursor (EC 3.1.3.2)					0	1	1	1	1	0	0	0
100	appA	1.83333333333333	2.77222222222222	0.85	1.46111111111111	1.16111111111111	Phosphoanhydride phosphohydrolase (EC 3.1.3.2) (pH 2.5 acid phosphatase) (AP) / 4- phytase (EC 3.1.3.26)					0	0	0	0	0	0	0	0
101	appB	1.77725118483412	2.99052132701422	0.919431279620853	1.4739336492891	1.37914691943128	Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)					0	0	0	0	0	0	0	0
102	appC	1.72368421052632	2.57894736842105	0.666666666666667	1.45614035087719	1.01754385964912	Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)	sp|P26459|APPC_ECOLI	2.0	12.0	2.0	0	0	0	0	0	0	0	0
103	appY	0.442583732057416	0.680622009569378	0.269138755980861	0.289473684210526	0.385167464114833	Transcriptional regulator of catabolic arginine decarboxylase (adiA)					0	0	0	0	0	0	0	0
104	apt	3.88888888888889	3.77333333333333	4.32888888888889	3.96444444444444	0.595555555555556	Adenine phosphoribosyltransferase (EC 2.4.2.7)	sp|P69503|APT_ECOLI;sp|C4ZUS3|APT_ECOBW;sp|B1XFQ6|APT_ECODH	1.5	6.0	2.1250000000000004	0	0	0	0	0	0	0	0
105	aqpZ	2.22222222222222	2.74444444444444	1.0	1.66666666666667	1.61111111111111	Aquaporin Z					0	0	0	0	0	0	0	0
106	araA	2.71559633027523	3.77064220183486	1.51376146788991	2.02752293577982	2.1743119266055	L-arabinose isomerase (EC 5.3.1.4)					0	0	0	0	0	0	0	0
107	araB	3.06666666666667	3.48333333333333	0.858333333333333	2.45	2.1	Ribulokinase (EC 2.7.1.16)					0	0	0	0	0	0	0	0
108	araC	3.44444444444444	1.97777777777778	1.06666666666667	1.38666666666667	5.76444444444444	Arabinose operon regulatory protein					0	0	0	0	0	0	0	0
109	araD	3.45945945945946	4.01351351351351	1.06756756756757	1.7972972972973	2.41891891891892	L-ribulose-5-phosphate 4-epimerase (EC 5.1.3.4)					0	0	0	0	0	0	0	0
110	araE	0.686274509803922	0.947712418300654	0.69281045751634	0.581699346405229	1.07352941176471	Arabinose-proton symporter					0	0	0	0	0	0	0	0
111	araF	1.44378698224852	1.82248520710059	0.532544378698225	1.0414201183432	1.4792899408284	L-arabinose-binding periplasmic protein precursor AraF (TC 3.A.1.2.2)					0	0	0	0	0	0	0	0
112	araG	3.37423312883436	4.10429447852761	1.15337423312883	2.57055214723926	2.38036809815951	L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2)					0	0	0	0	0	0	0	0
113	araH	3.70967741935484	4.94354838709677	2.37096774193548	3.90322580645161	2.04838709677419	L-arabinose transport system permease protein (TC 3.A.1.2.2)					0	0	0	0	0	0	0	0
114	araJ	2.21551724137931	3.32758620689655	1.55172413793103	1.73706896551724	1.75431034482759	Protein AraJ precursor					0	1	1	1	1	0	0	0
115	arcA	2.77040816326531	3.64285714285714	1.93877551020408	2.56122448979592	2.45408163265306	Aerobic respiration control protein arcA	sp|P0A9Q1|ARCA_ECOLI	0.6666666666666666	2.111111111111111	0.7037037037037037	0	0	0	0	0	0	0	0
116	argA	2.48235294117647	3.40588235294118	1.51176470588235	2.43529411764706	2.09411764705882	N-acetylglutamate synthase (EC 2.3.1.1)	sp|P0A6C5|ARGA_ECOLI	1.3157894736842106	4.2631578947368425	1.5263157894736843	0	0	0	0	0	0	0	0
117	argB	2.14444444444444	3.21111111111111	0.955555555555556	2.14444444444444	1.51111111111111	Acetylglutamate kinase (EC 2.7.2.8)	sp|B1XBC4|ARGB_ECODH;sp|P0A6C8|ARGB_ECOLI;sp|C5A0Q8|ARGB_ECOBW	1.1904761904761905	4.571428571428571	1.380952380952381	0	0	0	0	0	0	0	0
118	argC	1.64566929133858	2.67716535433071	1.13385826771654	1.41732283464567	1.34645669291339	N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	sp|P11446|ARGC_ECOLI	1.1428571428571428	4.071428571428571	1.1428571428571428	0	0	0	0	0	0	0	0
119	argD	1.83333333333333	3.41333333333333	1.90666666666667	2.25333333333333	1.73333333333333	Acetylornithine aminotransferase (EC 2.6.1.11) / N-succinyl-L,L-diaminopimelate aminotransferase (EC 2.6.1.17)	sp|P18335|ARGD_ECOLI	1.0392156862745099	2.6470588235294117	0.8627450980392156	0	0	0	0	0	0	0	0
120	argE	1.67727272727273	2.08636363636364	1.06818181818182	1.61818181818182	1.32272727272727	Acetylornithine deacetylase (EC 3.5.1.16)	sp|P23908|ARGE_ECOLI;sp|C5A0C3|ARGE_ECOBW;sp|B1XBC2|ARGE_ECODH	0.9375	2.4375	1.0	0	1	1	1	1	0	0	0
121	argF	2.35365853658537	3.92682926829268	1.73780487804878	2.71951219512195	1.45121951219512	Ornithine carbamoyltransferase (EC 2.1.3.3)					0	0	0	0	0	0	0	0
122	argG	1.72535211267606	2.09154929577465	0.996478873239437	1.4330985915493	1.28169014084507	Argininosuccinate synthase (EC 6.3.4.5)					0	0	0	0	0	0	0	0
123	argH	1.39779005524862	2.7292817679558	1.34806629834254	1.80662983425414	1.22099447513812	Argininosuccinate lyase (EC 4.3.2.1)					0	0	0	0	0	0	0	0
124	argI	2.87610619469027	4.13274336283186	1.13274336283186	2.28318584070796	2.17699115044248	Ornithine carbamoyltransferase (EC 2.1.3.3)					1	1	1	1	1	0	0	0
125	argK	3.375	5.04545454545454	0.943181818181818	2.625	1.63636363636364	putative periplasmic protein kinase ArgK and related GTPases of G3E family					0	0	0	0	0	0	0	0
126	argO	1.35251798561151	2.40287769784173	1.53956834532374	1.33812949640288	0.964028776978417	Arginine exporter protein ArgO					0	0	0	0	0	0	0	0
127	argP	1.44020356234097	2.1501272264631	1.66921119592875	1.96437659033079	1.84223918575064	Chromosome initiation inhibitor	sp|P0A8S1|ARGP_ECOLI;sp|C5A0I6|ARGP_ECOBW;sp|B1XEK1|ARGP_ECODH	1.125	5.25	1.375	0	0	0	0	0	0	0	0
128	argR	1.5171875	1.1921875	0.7875	0.81875	1.18828125	Arginine pathway regulatory protein ArgR, repressor of arg regulon	sp|P0A6D0|ARGR_ECOLI;sp|C4ZSX5|ARGR_ECOBW;sp|B1XHL0|ARGR_ECODH	1.3333333333333333	9.0	2.6666666666666665	0	0	0	0	0	0	0	0
129	argS	3.95904436860068	4.05233219567691	5.18202502844141	4.12286689419795	1.20250284414107	Arginyl-tRNA synthetase (EC 6.1.1.19)					0	0	0	0	0	0	0	0
130	argT	0.487201365187713	0.395477815699659	0.359641638225256	0.343003412969283	0.66339590443686	Lysine-arginine-ornithine-binding periplasmic protein precursor (TC 3.A.1.3.1)	sp|P09551|ARGT_ECOLI	1.1428571428571428	3.0	0.7857142857142856	0	0	0	0	0	0	0	0
131	argU	inf	inf	inf	inf	inf	tRNA-Arg-TCT					0	0	0	0	0	0	0	0
132	argW	1.5625	2.09375	1.34375	1.5	0.65625	tRNA-Arg-CCT					0	0	0	0	0	0	0	0
133	argX	0.884615384615385	1.19230769230769	2.26923076923077	1.38461538461538	0.538461538461538	tRNA-Arg-CCG					0	0	0	0	0	0	0	0
134	argY	1.35609243697479	1.40231092436975	1.68382352941176	1.55567226890756	0.369747899159664	tRNA-Arg-ACG					0	0	0	0	0	0	0	0
135	argY	0.74390243902439	1.0949741315595	1.68736141906874	1.13008130081301	0.300073909830007	tRNA-Arg-ACG					0	0	0	0	0	0	0	0
136	argY	0.660079051383399	0.715415019762846	0.932806324110672	0.626482213438735	0.25197628458498	tRNA-Arg-ACG					0	0	0	0	0	0	0	0
137	argY	0.625	0.795454545454546	1.73579545454545	0.789772727272727	0.417613636363636	tRNA-Arg-ACG					0	0	0	0	0	0	0	0
138	arnT	3.19444444444444	4.52777777777778	1.44444444444444	2.90740740740741	2.10185185185185	Polymyxin resistance protein ArnT, undecaprenyl phosphate-alpha-L-Ara4N transferase; Melittin resistance protein PqaB					0	0	0	0	0	0	0	0
139	aroA	1.66539923954373	2.33079847908745	1.8745247148289	2.45627376425856	1.24334600760456	5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)	sp|P0A6D3|AROA_ECOLI;sp|C4ZQ34|AROA_ECOBW;sp|B1X848|AROA_ECODH	0.9333333333333333	3.3	1.0666666666666667	0	0	0	0	0	0	0	0
