	NCBI_GENE_ID	Unnamed: 1	St1_trans	St2_trans	St3_trans	St4_trans	St5_trans	function	evidence_codes	figfam	Protein IDs	St7_prot	St8_prot	St9_prot	Gene_ID	Final_name	St1_muts	St2_muts	St3_muts	St4_muts	St5_muts
22	acpP	fig|1005566.5.peg.1770	0.427875088262761	0.652529439901601	1.05124934514726	0.687014554814022	0.876978794159852	Acyl carrier protein	icw(4);Fatty_Acid_Biosynthesis_FASII isu;Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria	FIG00002328						acpP	0	0	0	0	0
23	acpS	fig|1005566.5.peg.3260	2.0	2.84126984126984	1.3015873015873	1.96825396825397	1.28571428571429	Holo-[acyl-carrier protein] synthase (EC 2.7.8.7)	icw(2);CBSS-176299.4.peg.1292 isu;Fatty_Acid_Biosynthesis_FASII	FIG00000540						acpS	0	0	0	0	0
24	acpT	fig|1005566.5.peg.3705	2.07228915662651	2.90361445783133	2.26506024096386	2.79518072289157	1.01204819277108	4'-phosphopantetheinyl transferase (EC 2.7.8.-)	isu;Fatty_Acid_Biosynthesis_FASII	FIG00001501						acpT	0	0	0	0	0
25	acrA	fig|1005566.5.peg.1134	1.99691040164779	1.98043254376931	2.08959835221421	1.77857878475798	1.56333676622039	Membrane fusion protein of RND family multidrug efflux pump	icw(2);Multidrug_Resistance_Efflux_Pumps		sp|P0AE06|ACRA_ECOLI	1.1071428571428572	3.321428571428571	1.0357142857142856	acrA	acrA	0	0	0	0	0
26	acrB	fig|1005566.5.peg.1133	1.38069573738364	1.36844683978442	1.92307692307692	1.59627633512984	1.87457128858403	RND efflux system, inner membrane transporter CmeB	icw(1);Multidrug_Resistance_Efflux_Pumps idu(3);Multidrug_efflux_pump_in_Campylobacter_jejuni_(CmeABC_operon)	FIG00034851	sp|P31224|ACRB_ECOLI	1.0344827586206897	3.724137931034483	1.1379310344827587	acrB	acrB	1	1	1	1	1
27	acrD	fig|1005566.5.peg.3157	2.09876543209877	3.22222222222222	1.56049382716049	2.17037037037037	1.93086419753086	RND efflux system, inner membrane transporter CmeB	idu(3);Multidrug_Resistance_Efflux_Pumps idu(3);Multidrug_efflux_pump_in_Campylobacter_jejuni_(CmeABC_operon)	FIG00034851						acrD	0	0	0	0	0
28	acrE	fig|1005566.5.peg.3911	2.98230088495575	3.2212389380531	0.876106194690265	2.07964601769911	1.88495575221239	RND efflux system, membrane fusion protein CmeA	isu;Multidrug_Resistance_Efflux_Pumps isu;Multidrug_efflux_pump_in_Campylobacter_jejuni_(CmeABC_operon)							acrE	0	0	0	0	0
29	acrF	fig|1005566.5.peg.3910	2.09779179810726	3.05047318611987	1.41640378548896	1.9211356466877	1.94321766561514	RND efflux system, inner membrane transporter CmeB	icw(2);Multidrug_Resistance_Efflux_Pumps icw(1);Multidrug_efflux_pump_in_Campylobacter_jejuni_(CmeABC_operon)	FIG00034851						acrF	0	0	0	0	0
30	acrR	fig|1005566.5.peg.1135	1.85883905013193	1.84960422163588	1.07255936675462	1.77044854881266	1.55936675461741	Transcription repressor of multidrug efflux pump acrAB operon, TetR (AcrR) family	idu(1);Multidrug_Resistance_Efflux_Pumps	FIG00007172						acrR	0	0	0	0	0
31	acs	fig|1005566.5.peg.355	0.347624565469293	0.284183082271147	0.111819235225956	0.170625724217845	0.315469293163384	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	icw(1);Pyruvate_metabolism_II:_acetyl-CoA,_acetogenesis_from_pyruvate isu;Ketoisovalerate_oxidoreductase	FIG00022631						acs	0	0	0	0	0
32	actP	fig|1005566.5.peg.353	1.25084745762712	1.91864406779661	0.586440677966102	1.07796610169492	0.925423728813559	Acetate permease ActP (cation/acetate symporter)	isu;Pyruvate_metabolism_II:_acetyl-CoA,_acetogenesis_from_pyruvate							actP	1	1	1	1	1
33	ada	fig|1005566.5.peg.2900	1.97872340425532	2.42553191489362	1.73758865248227	1.87943262411348	1.85106382978723	ADA regulatory protein / Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)	isu;DNA_repair,_bacterial icw(1);DNA_repair,_bacterial idu(1);CBSS-393124.3.peg.2657 isu;CBSS-393124.3.peg.2657	FIG00001061						ada	0	0	0	0	0
34	add	fig|1005566.5.peg.2301	1.54980842911877	2.09770114942529	1.33333333333333	2.13793103448276	0.842911877394636	Adenosine deaminase (EC 3.5.4.4)	isu;Purine_conversions	FIG00000687	sp|P22333|ADD_ECOLI;sp|C4ZY85|ADD_ECOBW;sp|B1XF88|ADD_ECODH	0.6666666666666666	5.0	0.6666666666666666	add	add	0	0	0	0	0
35	ade	fig|1005566.5.peg.4375	1.54607508532423	2.54607508532423	0.849829351535836	1.60409556313993	1.80887372013652	Adenine deaminase (EC 3.5.4.2)	isu;Purine_conversions	FIG00001522						ade	0	0	0	0	0
36	adhE	fig|1005566.5.peg.1901	1.60625752105897	0.634416365824308	0.63826714801444	0.845728038507822	3.26137184115523	Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)	isu;Fermentations:_Lactate idu(4);5-FCL-like_protein isu;Pyruvate_metabolism_II:_acetyl-CoA,_acetogenesis_from_pyruvate isu;Cinnamic_Acid_Degradation idu(4);Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria idu(4);Fermentations:_Mixed_acid isu;Fermentations:_Mixed_acid isu;Biphenyl_Degradation idu(4);Butanol_Biosynthesis isu;Butanol_Biosynthesis		sp|P0A9Q7|ADHE_ECOLI	0.8522727272727273	2.471590909090909	0.8579545454545455	adhE	adhE	1	1	1	1	1
37	adhP	fig|1005566.5.peg.2156	2.37261146496815	2.09235668789809	1.5859872611465	1.9171974522293	1.07006369426752	Alcohol dehydrogenase (EC 1.1.1.1)	idu(4);5-FCL-like_protein idu(4);Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria idu(4);Fermentations:_Mixed_acid idu(4);Butanol_Biosynthesis	FIG01007502						adhP	0	0	0	0	0
38	adiA	fig|1005566.5.peg.409	2.61242603550296	2.57396449704142	0.994082840236686	1.72781065088757	1.96449704142012	Arginine decarboxylase, catabolic (EC 4.1.1.19)	icw(2);Arginine_and_Ornithine_Degradation icw(2);Polyamine_Metabolism	FIG00003322						adiA	0	0	0	0	0
39	adiC	fig|1005566.5.peg.407	2.96273291925466	4.43478260869565	1.01242236024845	2.09937888198758	1.71428571428571	Arginine/agmatine antiporter	isu;Arginine_and_Ornithine_Degradation isu;Polyamine_Metabolism	FIG01292010						adiC	0	0	0	0	0
40	adiY	fig|1005566.5.peg.408	2.96190476190476	3.24761904761905	1.22857142857143	2.18095238095238	1.55238095238095	Transcriptional regulator of catabolic arginine decarboxylase (adiA)	icw(1);Arginine_and_Ornithine_Degradation icw(1);Polyamine_Metabolism	FIG00004336						adiY	0	0	0	0	0
41	adk	fig|1005566.5.peg.1146	2.56271929824561	4.23508771929825	2.28947368421053	2.75043859649123	0.580701754385965	Adenylate kinase (EC 2.7.4.3)	icw(1);Purine_conversions	FIG00000089						adk	0	0	0	0	0
42	aegA	fig|1005566.5.peg.3155	1.41269841269841	2.11111111111111	0.980952380952381	1.4952380952381	1.66984126984127	Glutamate synthase [NADPH] small chain (EC 1.4.1.13)	idu(3);Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis idu(3);Ammonia_assimilation	FIG00007957						aegA	1	1	1	1	1
43	aer	fig|1005566.5.peg.4111	1.28484107579462	2.6320293398533	1.67114914425428	2.2200488997555	0.969437652811736	Aerotaxis sensor receptor protein	isu;Bacterial_Chemotaxis	FIG00035113						aer	1	1	1	1	1
44	aes	fig|1005566.5.peg.1148	1.64454976303318	1.82938388625592	0.616113744075829	1.00473933649289	1.8436018957346	Acetyl esterase (EC 3.1.1.-)	ff	FIG01328627						aes	0	0	0	0	0
45	afuB	fig|1005566.5.peg.986	3.5	3.5	2.21428571428571	2.5	1.57142857142857	Iron(III)-transport system permease protein SfuB								afuB	0	0	0	0	0
46	afuC	fig|1005566.5.peg.987	3.0	3.47222222222222	1.10185185185185	2.58333333333333	1.7037037037037	ABC transporter ATP-binding protein	ff	FIG00450796						afuC	0	0	0	0	0
47	agaA	fig|1005566.5.peg.4048	3.02970297029703	4.97029702970297	1.02970297029703	2.65346534653465	2.20792079207921	N-acetylgalactosamine-6-phosphate deacetylase (EC 3.5.1.25)	icw(7);N-Acetyl-Galactosamine_and_Galactosamine_Utilization							agaA	0	0	0	0	0
48	agaB	fig|1005566.5.peg.4044	3.04761904761905	4.0	2.14285714285714	2.28571428571429	2.23809523809524	PTS system, galactosamine-specific IIB component (EC 2.7.1.69)	icw(3);N-Acetyl-Galactosamine_and_Galactosamine_Utilization	FIG01304104						agaB	0	0	0	0	0
49	agaC	fig|1005566.5.peg.4043	4.0	5.15625	1.34375	3.25	1.40625	PTS system, galactosamine-specific IIC component	ff	FIG00008269						agaC	1	1	1	1	1
50	agaD	fig|1005566.5.peg.4042	2.953125	3.96875	1.046875	2.25	1.65625	PTS system, N-acetylgalactosamine-specific IID component (EC 2.7.1.69)	isu;N-Acetyl-Galactosamine_and_Galactosamine_Utilization							agaD	0	0	0	0	0
51	agaI	fig|1005566.5.peg.4041	3.21428571428571	4.17857142857143	1.21428571428571	2.54761904761905	2.0	Galactosamine-6-phosphate isomerase (galactosamine-6-phosphate deaminase) (EC 5.3.1.-)	icw(4);N-Acetyl-Galactosamine_and_Galactosamine_Utilization	FIG00008153						agaI	1	1	1	1	1
52	agaR	fig|1005566.5.peg.4052	0.986394557823129	1.26445578231292	1.46938775510204	1.42091836734694	2.92006802721088	Transcriptional repressor of aga operon	icw(3);N-Acetyl-Galactosamine_and_Galactosamine_Utilization	FIG00003127						agaR	0	0	0	0	0
53	agaS	fig|1005566.5.peg.4046	2.696	3.032	0.832	1.872	1.512	Galactosamine-6-phosphate isomerase (EC 5.3.1.-)	icw(5);N-Acetyl-Galactosamine_and_Galactosamine_Utilization	FIG00009096						agaS	0	0	0	0	0
54	agaV	fig|1005566.5.peg.4050	3.66666666666667	5.08333333333333	0.708333333333333	3.5	1.54166666666667	PTS system, N-acetylgalactosamine-specific IIB component (EC 2.7.1.69)	icw(7);N-Acetyl-Galactosamine_and_Galactosamine_Utilization	FIG00002159						agaV	0	0	0	0	0
55	agaW	fig|1005566.5.peg.4049	3.14285714285714	4.89285714285714	0.785714285714286	2.32142857142857	2.14285714285714	PTS system, N-acetylgalactosamine-specific IIC component (EC 2.7.1.69)	icw(1);N-Acetyl-Galactosamine_and_Galactosamine_Utilization							agaW	0	0	0	0	0
56	agp	fig|1005566.5.peg.1672	0.27181385510312	0.29402432575357	0.148598625066103	0.217345319936542	0.94130089899524	Glucose-1-phosphatase (EC 3.1.3.10)	ff	FIG01327343						agp	0	0	0	0	0
57	ahpC	fig|1005566.5.peg.1282	0.441744813867576	0.601875532821824	0.50824097755044	0.693947144075021	0.501136686558681	Alkyl hydroperoxide reductase protein C (EC 1.6.4.-)	icw(1);Thioredoxin-disulfide_reductase	FIG00000710	sp|P0AE08|AHPC_ECOLI	1.2352941176470589	4.588235294117647	1.4313725490196079	ahpC	ahpC	0	0	0	0	0
58	ahpF	fig|1005566.5.peg.1284	0.667677789012471	0.87293562521065	0.635995955510617	0.854735422986181	0.645096056622851	Alkyl hydroperoxide reductase protein F (EC 1.6.4.-)	isu;Thioredoxin-disulfide_reductase	FIG00001029	sp|P35340|AHPF_ECOLI	1.4814814814814816	4.555555555555555	1.5925925925925926	ahpF	ahpF	0	0	0	0	0
59	aidB	fig|1005566.5.peg.480	2.67816091954023	4.68390804597701	1.30459770114943	2.51724137931035	2.17241379310345	Acyl-CoA dehydrogenase (EC 1.3.8.7)	ff							aidB	0	0	0	0	0
60	ais	fig|1005566.5.peg.2941	2.26966292134831	2.33707865168539	0.887640449438202	1.98876404494382	0.853932584269663	Polymyxin resistance protein PmrG; Ais protein	icw(3);Lipid_A-Ara4N_pathway_(_Polymyxin_resistance_)	FIG00004294						ais	0	0	0	0	0
61	alaS	fig|1005566.5.peg.3378	0.764686468646865	1.25610561056106	1.92310231023102	1.56402640264026	1.18415841584158	Alanyl-tRNA synthetase (EC 6.1.1.7)	icw(1);Cluster_containing_Alanyl-tRNA_synthetase icw(1);tRNA_aminoacylation,_Ala	FIG00000139						alaS	0	0	0	0	0
62	alaU	fig|1005566.5.rna.13	0.666666666666667	0.666666666666667	3.66666666666667	0.333333333333333	0.666666666666667	tRNA-Ala-TGC								alaU	0	0	0	0	0
63	alaU	fig|1005566.5.rna.38	0.528301886792453	0.69811320754717	1.15094339622642	1.15094339622642	0.150943396226415	tRNA-Ala-TGC								alaU	0	0	0	0	0
64	alaU	fig|1005566.5.rna.100	0.0	1.0	3.0	1.0	0.0	tRNA-Ala-TGC								alaU	0	0	0	0	0
65	alaW	fig|1005566.5.rna.77	0.678832116788321	1.40875912408759	1.60583941605839	1.18248175182482	0.474452554744526	tRNA-Ala-GGC	idu(1);tRNAs							alaW	0	0	0	0	0
66	alaW	fig|1005566.5.rna.78	0.447115384615385	0.730769230769231	3.14903846153846	1.23076923076923	1.67307692307692	tRNA-Ala-GGC	idu(1);tRNAs							alaW	0	0	0	0	0
67	aldA	fig|1005566.5.peg.2086	0.496753246753247	0.0950152788388083	0.0674178762414056	0.100267379679144	0.873663101604278	Aldehyde dehydrogenase A (EC 1.2.1.22) / Glycolaldehyde dehydrogenase (EC 1.2.1.21)	isu;L-rhamnose_utilization isu;Methylglyoxal_Metabolism	FIG00005340	sp|P25553|ALDA_ECOLI	0.8235294117647058	2.2941176470588234	0.7647058823529411	aldA	aldA	1	1	1	1	1
68	aldB	fig|1005566.5.peg.4294	1.47191011235955	2.99625468164794	0.887640449438202	1.44943820224719	1.14232209737828	Aldehyde dehydrogenase (EC 1.2.1.3)	isu;Pyruvate_metabolism_II:_acetyl-CoA,_acetogenesis_from_pyruvate icw(1);Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria isu;Methylglyoxal_Metabolism							aldB	0	0	0	0	0
69	alkA	fig|1005566.5.peg.2746	3.01030927835052	4.95876288659794	1.94845360824742	3.14432989690722	2.44329896907216	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	isu;DNA_Repair_Base_Excision	FIG00001134						alkA	0	0	0	0	0
70	alkB	fig|1005566.5.peg.2899	2.58490566037736	3.26415094339623	0.905660377358491	2.37735849056604	1.30188679245283	Alkylated DNA repair protein AlkB	icw(1);DNA_repair,_bacterial	FIG00001574						alkB	0	0	0	0	0
71	allA	fig|1005566.5.peg.1175	2.75324675324675	3.27272727272727	2.07792207792208	2.54545454545455	2.74025974025974	Ureidoglycolate hydrolase (EC 3.5.3.19)	icw(4);Allantoin_Utilization	FIG00001394						allA	0	0	0	0	0
72	allB	fig|1005566.5.peg.1181	2.72222222222222	3.58333333333333	1.37962962962963	2.03703703703704	1.57407407407407	Allantoinase (EC 3.5.2.5)	icw(2);Allantoin_Utilization	FIG00002008						allB	0	0	0	0	0
73	allC	fig|1005566.5.peg.1185	2.3359375	3.1328125	1.375	1.65625	1.5625	Allantoate amidohydrolase (EC 3.5.3.9)	icw(2);Allantoin_Utilization	FIG01304617						allC	0	0	0	0	0
74	allD	fig|1005566.5.peg.1186	2.64285714285714	3.92857142857143	0.755102040816326	2.06122448979592	1.38775510204082	Ureidoglycolate dehydrogenase (EC 1.1.1.154)	isu;Allantoin_Utilization	FIG00133978						allD	0	0	0	0	0
75	allR	fig|1005566.5.peg.1176	0.476045627376426	0.792395437262358	0.961216730038023	0.729277566539924	1.15589353612167	Negative regulator of allantoin and glyoxylate utilization operons	icw(4);Allantoin_Utilization	FIG00005199	sp|P0ACN4|ALLR_ECOLI	2.3333333333333335	6.0	1.0	allR	allR	0	0	0	0	0
76	alr	fig|1005566.5.peg.335	1.31182795698925	1.53225806451613	1.39784946236559	1.36827956989247	0.904569892473118	Alanine racemase (EC 5.1.1.1) ## biosynthetic	idu(1);Pyruvate_Alanine_Serine_Interconversions idu(1);Alanine_biosynthesis							alr	1	1	1	1	1
77	alsA	fig|1005566.5.peg.379	2.71084337349398	3.45180722891566	0.825301204819277	1.80722891566265	1.60240963855422	D-allose ABC transporter, ATPase component	icw(4);D-allose_utilization	FIG00021981						alsA	1	1	1	1	1
78	alsB	fig|1005566.5.peg.380	2.33	2.8	1.32	1.8	2.0	D-allose ABC transporter, substrate-binding component	icw(5);D-allose_utilization	FIG00018327						alsB	0	0	0	0	0
79	alsC	fig|1005566.5.peg.378	2.80519480519481	2.87012987012987	0.948051948051948	1.93506493506494	1.51948051948052	D-allose ABC transporter, permease component	icw(2);D-allose_utilization	FIG00014910						alsC	0	0	0	0	0
80	alsE	fig|1005566.5.peg.377	2.36585365853659	2.90243902439024	1.4390243902439	2.31707317073171	1.8780487804878	D-allulose-6-phosphate 3-epimerase (EC 5.1.3.-)	icw(3);D-allose_utilization	FIG00014689						alsE	0	0	0	0	0
81	alsK	fig|1005566.5.peg.376	2.73504273504274	3.44444444444445	1.47008547008547	2.2991452991453	1.73504273504274	D-allose kinase (EC 2.7.1.55)	isu;D-allose_utilization	FIG00017899						alsK	0	0	0	0	0
82	alx	fig|1005566.5.peg.4094	1.98089171974522	2.82802547770701	1.19745222929936	1.90445859872611	1.25477707006369	Integral membrane protein TerC	ff	FIG00948083						alx	0	0	0	0	0
83	amiA	fig|1005566.5.peg.3131	1.08219178082192	1.38493150684932	1.3027397260274	1.4027397260274	0.795890410958904	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	idu(3);Murein_Hydrolases idu(3);Zinc_regulated_enzymes idu(3);Recycling_of_Peptidoglycan_Amino_Acids	FIG00001385						amiA	0	0	0	0	0
84	amiB	fig|1005566.5.peg.462	1.06708268330733	1.36973478939158	1.2792511700468	1.50234009360374	1.47737909516381	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	idu(3);Murein_Hydrolases idu(3);Zinc_regulated_enzymes idu(3);Recycling_of_Peptidoglycan_Amino_Acids	FIG00001385						amiB	0	0	0	0	0
85	amiC	fig|1005566.5.peg.3504	1.19794344473008	2.47172236503856	3.04241645244216	2.51670951156812	1.17737789203085	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	idu(3);Murein_Hydrolases idu(3);Zinc_regulated_enzymes idu(3);Recycling_of_Peptidoglycan_Amino_Acids	FIG00001385						amiC	0	0	0	0	0
86	amn	fig|1005566.5.peg.2661	2.23094688221709	2.33487297921478	1.41108545034642	1.97921478060046	1.60277136258661	AMP nucleosidase (EC 3.2.2.4)	isu;Purine_conversions	FIG00001232	sp|P0AE12|AMN_ECOLI	1.857142857142857	4.714285714285714	1.7142857142857142	amn	amn	0	1	1	1	1
87	ampC	fig|1005566.5.peg.446	2.39130434782609	3.08695652173913	0.988142292490119	1.72727272727273	1.48616600790514	Beta-lactamase (EC 3.5.2.6)	isu;Beta-lactamase isu;Tn552	FIG00000747	sp|P00811|AMPC_ECOLI	1.0	1.5	1.0	ampC	ampC	0	0	0	0	0
88	ampD	fig|1005566.5.peg.814	1.24031007751938	1.55813953488372	0.744186046511628	1.67441860465116	2.58914728682171	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28) AmpD	isu;Recycling_of_Peptidoglycan_Amino_Acids	FIG01303978						ampD	0	0	0	0	0
89	ampE	fig|1005566.5.peg.815	2.375	3.3125	1.40340909090909	1.60227272727273	2.03409090909091	AmpE protein	ff	FIG00721991						ampE	0	1	1	1	1
